index|id|category|city|area|market_name|market_address|shop|pay_list|zone|user|pay_tool
1|10017781|夜市小吃/市場|南投縣|南投市|中興新村第一市場|南投縣南投市光華二路13號|冬冬的店|['台灣 PAY']|中彰投|王淑美|['行動支付']
2|10024014|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|鴻興鵝肉|['LINE PAY']|中彰投|洪秀宏|['行動支付']
3|10024204|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|Mina wdding Studio|['LINE PAY']|中彰投|鄭涵文|['行動支付']
4|10024237|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|cindy臉部經絡美容|['LINE PAY']|中彰投|李佳育|['行動支付']
5|10024348|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|福蘭軒普洱茶|['LINE PAY']|中彰投|甘惠如|['行動支付']
6|10024637|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|馨漾工作室|['(線上刷卡)']|中彰投|李孟純|['信用卡']
7|10024715|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|茂川肉舖|['(線上刷卡)', 'LINE PAY', '台灣 PAY']|中彰投|洪崇富|['信用卡', '行動支付']
8|20015089|['夜市小吃/市場', '餐飲']|南投縣|竹山鎮|['未分類其他娛樂及休閒服務', '未分類其他食品、飲料及菸草製品零售', '麵店、小吃店']|南投縣竹山鎮延平里東鄉路１－６７號|雅築園|['LINE PAY']|中彰投|林炘讚|['行動支付']
9|20041000|['糕餅', '夜市小吃/市場']|南投縣|魚池鄉|['陶瓷器皿及餐具零售', '茶葉零售', '糖果餅乾零售']|南投縣魚池鄉大雁村大雁巷４２－２號|正美茶棧|['LINE PAY', '街口支付']|中彰投|陳秋坤|['行動支付']
10|30000309|夜市小吃/市場|南投縣|南投市|中興新村第一市場|南投縣南投市光華二路13號|冬冬的店|['台灣 PAY']|中彰投|王淑美|['行動支付']
11|30000764|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|鴻興鵝肉|['LINE PAY']|中彰投|洪秀宏|['行動支付']
12|30000947|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|馨漾工作室|['(線上刷卡)']|中彰投|李孟純|['信用卡']
13|30001343|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|茂川肉舖|['(線上刷卡)', '台灣 PAY', 'LINE PAY']|中彰投|洪崇富|['行動支付', '信用卡']
14|30027676|夜市小吃/市場|南投縣|南投市|中興新村第一市場|南投縣南投市光華二路13號|老山羊素食麵|['LINE PAY']|中彰投|陳品全|['行動支付']
15|30029726|夜市小吃/市場|南投縣|南投市|中興新村第三市場|南投縣南投市光榮西路13號|小吃|['LINE PAY']|中彰投|高士益|['行動支付']
16|30034267|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|Mina wdding Studio|['LINE PAY']|中彰投|鄭涵文|['行動支付']
17|30034301|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|cindy臉部經絡美容|['LINE PAY']|中彰投|李佳育|['行動支付']
18|30034411|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|福蘭軒普洱茶|['LINE PAY']|中彰投|甘惠如|['行動支付']
19|30034422|夜市小吃/市場|南投縣|草屯鎮|草屯鎮公有零售市場|草屯鎮和興街55號|赤爓紋身|['台灣 PAY']|中彰投|林世彬|['行動支付']
20|50000424|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他娛樂及休閒服務', '未分類其他食品、飲料及菸草製品零售', '旅館', '餐館、餐廳']|南投縣埔里鎮牛眠里中正路１０７６號|全明開發股份有限公司森山分公司|['台灣 PAY']|中彰投|孫宏鈞|['行動支付']
21|50000860|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['超級市場', '旅館', '其他服裝及其配件零售', '餐館、餐廳']|南投縣埔里鎮廣成里永豐路１２號|全明開發股份有限公司平雲山都分公司|['台灣 PAY']|中彰投|孫宏鈞|['行動支付']
22|50002120|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['停車場管理', '未分類其他食品、飲料及菸草製品零售', '觀光旅館', '餐館、餐廳']|南投縣魚池鄉水社村中正路２３號|雲品國際酒店股份有限公司日月潭分公司|['LINE PAY']|中彰投|盛治仁|['行動支付']
23|50002145|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['旅館', '手工藝品零售', '餐館、餐廳', '未分類其他住宿']|南投縣魚池鄉水社村中山路８號１樓|福霖園藝有限公司竹石園分公司|['台灣 PAY']|中彰投|紀靜如|['行動支付']
24|50002329|['夜市小吃/市場', '餐飲']|南投縣|集集鎮|['停車場管理', '未分類其他食品、飲料及菸草製品零售', '便當、自助餐店', '菸酒零售']|南投縣集集鎮吳厝里民生路１６２號|車埕酒莊股份有限公司集集分公司|['台灣 PAY']|中彰投|韓鴻文|['行動支付']
25|50003047|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '旅館', '餐館、餐廳']|南投縣魚池鄉水社村中山路６１號|日月潭休閒育樂有限公司盒木分公司|['台灣 PAY']|中彰投|王英生|['行動支付']
26|50004295|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['青草零售', '餐館、餐廳', '未分類其他住宿']|南投縣仁愛鄉大同村榮光巷４３―１號|明琴清境山莊|['台灣 PAY']|中彰投|林逸杰|['行動支付']
27|50004519|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['飲料零售', '麵店、小吃店', '未分類其他綜合商品零售', '未分類其他住宿']|南投縣仁愛鄉大同村榮光巷８－４號|清境君士坦丁堡花卉莊園|['台灣 PAY']|中彰投|羅素秋|['行動支付']
28|50004541|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['民宿', '早餐店', '冰果店、冷（熱）飲店']|南投縣仁愛鄉大同村仁和路１７９－７號|清境楓丹白露民宿|['LINE PAY']|中彰投|邱淑惠|['行動支付']
29|50004547|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '旅館', '未分類其他綜合商品零售', '餐館、餐廳']|南投縣魚池鄉水社村名勝街１１號|碼頭休閒大飯店一店|['台灣 PAY']|中彰投|劉楊淑堯|['行動支付']
30|50004549|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['未分類其他食品、飲料及菸草製品零售', '民宿', '未分類其他全新商品零售', '餐館、餐廳']|南投縣仁愛鄉大同村壽亭巷２０―３號|老英格蘭莊園|['台灣 PAY']|中彰投|羅介鴻|['行動支付']
31|50005523|['夜市小吃/市場', '糕餅']|南投縣|名間鄉|['菸草製品零售攤販', '飲料零售', '西點麵包零售', '醫療耗材零售']|南投縣名間鄉南雅村４鄰彰南路２３―３號|燦光商務行|['台灣 PAY', 'LINE PAY']|中彰投|鄭永清|['行動支付']
32|50005525|['夜市小吃/市場', '餐飲']|南投縣|名間鄉|['便當、自助餐店', '未分類其他綜合商品零售', '茶葉零售', '經營網路購物']|南投縣名間鄉松山村１３鄰松山街３６巷１號|茶二指商行|['台灣 PAY']|中彰投|楊雅婷|['行動支付']
33|50006208|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他食品、飲料及菸草製品零售', '茶葉零售', '餐館、餐廳']|南投縣埔里鎮桃米里桃米路２－２號|御寶行|['台灣 PAY']|中彰投|梁鈺雨|['行動支付']
34|50006783|['夜市小吃/市場', '餐飲']|南投縣|水里鄉|['未分類其他陶瓷製品製造', '餐館、餐廳', '經營網路購物', '陶瓷餐具燒製']|南投縣水里鄉頂崁村水信路１段５１２巷２１號|合興窯業工廠|['台灣 PAY', 'LINE PAY']|中彰投|林國隆|['行動支付']
35|50006784|['夜市小吃/市場', '餐飲']|南投縣|信義鄉|['飲料零售', '旅館', '麵店、小吃店', '餐館、餐廳']|南投縣信義鄉東埔村開高巷７４號|沙里仙渡假飯店|['台灣 PAY']|中彰投|江文甫|['行動支付']
36|50006788|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['青草零售', '民宿', '茶葉批發', '餐館、餐廳']|南投縣魚池鄉水社村名勝街２８號|桂月村|['台灣 PAY']|中彰投|王莊迦縈|['行動支付']
37|50007599|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['其他食用菇蕈栽培', '餐館、餐廳']|南投縣埔里鎮水頭里東潤路５８號|豐年農場|['台灣 PAY']|中彰投|鄭文乾|['行動支付']
38|50009199|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['未分類其他食品、飲料及菸草製品零售', '未分類其他全新商品零售', '民宿', '餐館、餐廳']|南投縣仁愛鄉大同村壽亭巷３０號|龍莊民宿|['台灣 PAY']|中彰投|陳義豐|['行動支付']
39|50009984|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['未分類其他食品、飲料及菸草製品零售', '早餐店', '旅館']|南投縣仁愛鄉大同村榮光巷８－３號|清境佛羅倫斯|['台灣 PAY']|中彰投|魏國麟|['行動支付']
40|50010364|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['未分類其他食品、飲料及菸草製品零售', '水產品零售', '不動產仲介', '餐館、餐廳']|南投縣鹿谷鄉內湖村３鄰興產路７４－２０號|紫林莊有限公司|['台灣 PAY']|中彰投|辜世豪|['行動支付']
41|50010519|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['旅館', '餐館、餐廳', '不動產租賃', '不動產投資開發']|南投縣埔里鎮南村里中山路４段１－６號|牛耳藝術公園有限公司|['台灣 PAY']|中彰投|黃周雪鳳|['行動支付']
42|50010619|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['旅館', '餐館、餐廳']|南投縣魚池鄉水社村中山路１３７號|松鋒有限公司|['台灣 PAY']|中彰投|黃超洋|['行動支付']
43|50010792|['夜市小吃/市場', '餐飲']|南投縣|集集鎮|['未分類其他食品、飲料及菸草製品零售', '旅館', '觀光旅館', '咖啡館']|南投縣集集鎮和平里成功路２０５號|山魚水渡假飯店有限公司|['台灣 PAY']|中彰投|陳碧君|['行動支付']
44|50011114|['夜市小吃/市場', '餐飲']|南投縣|南投市|['婚禮規劃籌辦服務', '未分類其他食品、飲料及菸草製品零售', '外燴（辦桌）承包']|南投縣南投市營北里仁德路１３５號１、２樓|甜心好事朵朵開有限公司|['LINE PAY']|中彰投|魏韶毅|['行動支付']
45|50011158|['夜市小吃/市場', '餐飲']|南投縣|集集鎮|['經營網路購物', '旅館', '餐館、餐廳', '冰果店、冷（熱）飲店']|南投縣集集鎮八張里民權路３２６號|兩腳詩集休閒事業有限公司|['台灣 PAY', 'LINE PAY']|中彰投|高志豪|['行動支付']
46|50011422|['夜市小吃/市場', '餐飲']|南投縣|草屯鎮|['國產菸酒批發', '菸酒零售', '餐館、餐廳', '其他酒精飲料製造']|南投縣草屯鎮碧峰里００１鄰碧山路１１４６號|蔡氏實業有限公司|['台灣 PAY', 'LINE PAY']|中彰投|蔡孝緯|['行動支付']
47|50011678|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他食品、飲料及菸草製品零售', '旅館', '餐館、餐廳']|南投縣埔里鎮同聲里南興街７９號|今埔里大飯店有限公司|['台灣 PAY']|中彰投|張福權|['行動支付']
48|50011856|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['旅館', '餐館、餐廳']|南投縣魚池鄉日月村中正路３２２號|水岸休閒有限公司|['台灣 PAY']|中彰投|黃淑貞|['行動支付']
49|50012642|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['進口家用家具零售', '民宿', '其他家飾品零售', '餐館、餐廳']|南投縣埔里鎮蜈蚣里鯉魚一巷２７―１號|歐莉葉荷城堡有限公司|['台灣 PAY']|中彰投|廖政賜|['行動支付']
50|50012812|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['停車場管理', '未分類其他食品、飲料及菸草製品零售', '冰果店、冷（熱）飲店', '未分類其他住宿']|南投縣魚池鄉魚池村魚池街４４３－３６號|日月潭日月山莊休閒農場有限公司|['台灣 PAY', 'LINE PAY']|中彰投|王朝信|['行動支付']
51|50012960|['夜市小吃/市場', '餐飲']|南投縣|草屯鎮|['旅館', '餐館、餐廳']|南投縣草屯鎮御史里中正路１７５８號|沐悅旅館有限公司|['台灣 PAY']|中彰投|陳駿漳|['行動支付']
52|50012999|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他娛樂及休閒服務', '未分類其他服飾品零售', '運動及娛樂用品租賃', '其他外燴及團膳承包']|南投縣埔里鎮枇杷里０３２鄰樹人三街１３５號１樓|雲豹休閒有限公司|['台灣 PAY', 'LINE PAY', '街口支付']|中彰投|吉佩懷|['行動支付']
53|50013028|['夜市小吃/市場', '糕餅']|南投縣|埔里鎮|['西點麵包零售', '咖啡零售']|南投縣埔里鎮大城里中山路３段２２４號１樓|蜜合溏有限公司|['台灣 PAY', 'LINE PAY']|中彰投|陳金鎇|['行動支付']
54|50013422|['夜市小吃/市場', '糕餅']|南投縣|埔里鎮|['未分類其他娛樂及休閒服務', '飲料零售', '冰淇淋製造', '糕餅麵包製造']|南投縣埔里鎮桃米里００４鄰桃米路３２號|妮娜有限公司|['一卡通', 'LINE PAY', '愛金卡']|中彰投|魏振宇|['電子票證', '行動支付']
55|50015697|['夜市小吃/市場', '餐飲']|南投縣|草屯鎮|['旅館', '未分類其他綜合商品零售', '餐館、餐廳', '冰果店、冷（熱）飲店']|南投縣草屯鎮御史里中正路１７５１號|寶旺萊開發有限公司|['台灣 PAY']|中彰投|莊宗澤|['行動支付']
56|50015705|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['零售式量販店', '旅館', '茶葉批發', '餐館、餐廳']|南投縣魚池鄉日月村中正路２５０號|日月潭皇后古堡飯店有限公司|['台灣 PAY']|中彰投|劉秀玉|['行動支付']
57|50016313|['夜市小吃/市場', '糕餅']|南投縣|集集鎮|['脫水蔬菜、脫水果實製造', '糖果餅乾零售']|南投縣集集鎮永昌里民生東路７０號|集元果食品有限公司|['台灣 PAY', 'LINE PAY']|中彰投|黃榮炫|['行動支付']
58|50017209|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他娛樂及休閒服務', '未分類其他食品、飲料及菸草製品零售', '旅館', '餐館、餐廳']|南投縣魚池鄉魚池村秀水巷２５―６、２５－７、２５－８號|日月潭休閒育樂有限公司|['台灣 PAY', 'LINE PAY', '街口支付']|中彰投|王英生|['行動支付']
59|50017217|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '旅館', '未分類其他綜合商品零售', '餐館、餐廳']|南投縣魚池鄉大林村金天巷４２－１號|向天圳休閒育樂有限公司|['台灣 PAY']|中彰投|陳君豪|['行動支付']
60|50017514|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他食品、飲料及菸草製品零售', '旅館', '未分類其他全新商品零售', '餐館、餐廳']|南投縣埔里鎮枇杷里樹人路１３１號|承萬開發有限公司|['台灣 PAY']|中彰投|夏海瀧|['行動支付']
61|50017729|['夜市小吃/市場', '糕餅']|南投縣|南投市|['其他烘焙炊蒸食品製造', '未分類其他食品批發']|南投縣南投市營北里向上路２４９號１樓|瑪度食品國際有限公司|['台灣 PAY']|中彰投|張奇峰|['行動支付']
62|50017868|['夜市小吃/市場', '餐飲']|南投縣|草屯鎮|['咖啡館', '咖啡批發']|南投縣草屯鎮山腳里民權東街９７號１、２樓|都好國際有限公司|['台灣 PAY', 'LINE PAY']|中彰投|陳瀚茗|['行動支付']
63|50019175|['夜市小吃/市場', '餐飲']|南投縣|草屯鎮|['其他農事及畜牧服務', '其他特用作物栽培', '其他食用菇蕈栽培', '其他外燴及團膳承包']|南投縣草屯鎮南埔里１０鄰青宅巷３５－２１號|欣隆綜合農業有限公司|['台灣 PAY']|中彰投|洪漢卿|['行動支付']
64|50019236|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['作物栽培服務', '餐館、餐廳', '冷凍、通風、空調系統裝修工程', '特殊營養食品製造']|南投縣埔里鎮北梅里西安路１段５１４巷３６號２樓|有容生技有限公司|['台灣 PAY']|中彰投|潘宗男|['行動支付']
65|50019512|['夜市小吃/市場', '糕餅']|南投縣|魚池鄉|['未分類其他娛樂及休閒服務', '茶葉零售', '糖果餅乾零售']|南投縣魚池鄉新城村修正巷４―２號１號|上福裕有限公司|['台灣 PAY', 'LINE PAY']|中彰投|陳榮坤|['行動支付']
66|50021759|['夜市小吃/市場', '糕餅']|南投縣|南投市|['國產菸酒批發', '茶葉批發', '糖果餅乾批發', '天然蜂蜜批發']|南投縣南投市振興里芳美路２４３號|醇品菸酒有限公司|['台灣 PAY']|中彰投|王陳苗|['行動支付']
67|50023406|['夜市小吃/市場', '糕餅']|南投縣|南投市|['非乳製食用冰品製造', '其他烘焙炊蒸食品製造', '糕餅麵包製造', '未分類其他食品批發']|南投縣南投市平山里自強三路３號|家會香食品股份有限公司南投營業所|['台灣 PAY']|中彰投|黃志明|['行動支付']
68|50023913|['夜市小吃/市場', '餐飲']|南投縣|南投市|['未分類其他食品、飲料及菸草製品零售', '未分類其他綜合商品零售', '其他外燴及團膳承包', '保健食品零售']|南投縣南投市光輝里省府路１７１－６號前面|有幾園生物科技股份有限公司中興新村營業所|['台灣 PAY']|中彰投|于建華|['行動支付']
69|50024630|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['旅館', '餐館、餐廳', '菸酒零售']|南投縣魚池鄉水社村中興路１３６號|日月潭教師會館|['台灣 PAY', 'LINE PAY', '街口支付']|中彰投|范靜玟|['行動支付']
70|50026861|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['飲料零售', '餐館、餐廳', '未分類其他住宿']|南投縣仁愛鄉大同村仁和路２２８號|竣悅股份有限公司清境營業所|['台灣 PAY']|中彰投|蔡涵妮|['行動支付']
71|50027249|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['觀光旅館', '餐館、餐廳', '遊樂園及主題樂園', '視唱中心（ＫＴＶ）']|南投縣仁愛鄉互助村清風路４５號|榮高育樂股份有限公司|['一卡通', 'LINE PAY']|中彰投|莊東榮|['電子票證', '行動支付']
72|50027515|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '觀光旅館', '餐館、餐廳']|南投縣魚池鄉水社村名勝街５號|水沙連飯店股份有限公司|['台灣 PAY']|中彰投|劉啟行|['行動支付']
73|50027691|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['切花、盆栽批發', '種苗批發', '飲料零售', '餐館、餐廳']|南投縣埔里鎮籃城里１鄰中正路１００４號|埔里國際花卉物流股份有限公司|['台灣 PAY']|中彰投|何世鴻|['行動支付']
74|50027840|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '觀光旅館', '餐館、餐廳', '視唱中心（ＫＴＶ）']|南投縣魚池鄉日月村水秀街３１號|力麗酒店股份有限公司|['台灣 PAY']|中彰投|楊瓊茹|['行動支付']
75|50027876|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他食品、飲料及菸草製品零售', '不動產租賃', '旅館', '餐館、餐廳']|南投縣埔里鎮南門里中山路２段３９９號１至７樓地下室|聖達展業股份有限公司|['台灣 PAY']|中彰投|張瓊文|['行動支付']
76|50027920|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '觀光旅館', '餐館、餐廳', '不動產投資開發']|南投縣魚池鄉水社村中興路１３９號|日月行館開發事業股份有限公司|['台灣 PAY']|中彰投|湯文萬|['行動支付']
77|50028846|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他食品、飲料及菸草製品零售', '不動產租賃', '旅館', '餐館、餐廳']|南投縣埔里鎮北梅里信義路３１７及３１９號|冠月精品旅館股份有限公司|['台灣 PAY']|中彰投|魏杏林|['行動支付']
78|50028995|['夜市小吃/市場', '糕餅', '餐飲']|南投縣|南投市|['未分類其他食品、飲料及菸草製品零售', '其他烘焙炊蒸食品製造', '餐館、餐廳', '未分類其他食品批發']|南投縣南投市永興里八卦路１－１號|將品屋食品股份有限公司|['台灣 PAY']|中彰投|張德修|['行動支付']
79|50029408|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['庭園景觀工程', '餐館、餐廳', '遊樂園及主題樂園']|南投縣魚池鄉大林村金天巷４５－１號|九族文化村股份有限公司|['台灣 PAY']|中彰投|張協勝|['行動支付']
80|50029580|['夜市小吃/市場', '餐飲']|南投縣|信義鄉|['旅館', '未分類其他家用器具及用品批發', '餐館、餐廳']|南投縣信義鄉東埔村開高巷６０號|勝華大飯店股份有限公司|['台灣 PAY']|中彰投|巫重熙|['行動支付']
81|50029590|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['旅館', '餐館、餐廳', '菸酒零售']|南投縣鹿谷鄉內湖村興產路３號|孟宗山莊股份有限公司|['台灣 PAY', 'LINE PAY', '街口支付']|中彰投|陳服周|['行動支付']
82|50029592|['夜市小吃/市場', '餐飲']|南投縣|竹山鎮|['公路汽車客運', '旅館', '餐館、餐廳', '遊樂園及主題樂園']|南投縣竹山鎮大鞍里溪山路６號|杉林溪遊樂事業股份有限公司|['台灣 PAY', '一卡通']|中彰投|劉瑞都|['電子票證', '行動支付']
83|50029822|['夜市小吃/市場', '餐飲']|南投縣|水里鄉|['停車場管理', '未分類其他食品、飲料及菸草製品零售', '便當、自助餐店', '菸酒零售']|南投縣水里鄉車埕村５鄰民權巷１１８號１樓|車埕酒莊股份有限公司|['台灣 PAY', 'LINE PAY']|中彰投|韓鴻文|['行動支付']
84|50029971|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '未分類其他綜合商品零售', '觀光旅館', '餐館、餐廳']|南投縣魚池鄉水社村中正路３號|九龍灣管理顧問股份有限公司|['台灣 PAY']|中彰投|葉麗貞|['行動支付']
85|50029975|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['人力供應', '旅館', '團膳承包', '不動產投資開發']|南投縣魚池鄉東池村７鄰秀水路６９號|經典大飯店股份有限公司|['台灣 PAY', '街口支付']|中彰投|李紅玉|['行動支付']
86|50030340|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['停車場管理', '飲料零售', '旅館', '餐館、餐廳']|南投縣鹿谷鄉內湖村０１０鄰森林巷１２號|福杉國際旅館管理顧問股份有限公司|['LINE PAY']|中彰投|廖秀梅|['行動支付']
87|50030640|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['土地開發', '旅館', '餐館、餐廳', '不動產投資開發']|南投縣埔里鎮枇杷里忠孝路２９９號地下２層至１５樓|鎮堡開發股份有限公司|['台灣 PAY']|中彰投|張家榮|['行動支付']
88|50032536|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['未分類其他食品、飲料及菸草製品零售', '民宿', '茶葉批發', '餐館、餐廳']|南投縣鹿谷鄉內湖村０１１鄰興產路２５―３號|金台灣山莊|['街口支付', 'LINE PAY']|中彰投|林家右|['行動支付']
89|50033600|['夜市小吃/市場', '糕餅']|南投縣|草屯鎮|['西點麵包零售', '飲料零售', '咖啡零售', '糖果餅乾零售']|南投縣草屯鎮和平里碧山路１５９－１號|活水飲料店|['台灣 PAY', 'LINE PAY']|中彰投|李木生|['行動支付']
90|50033727|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['餐食攤販', '未分類其他住宿']|南投縣鹿谷鄉和雅村愛鄉路２－１６號|三石山小棧|['台灣 PAY']|中彰投|林玉霞|['行動支付']
91|50033740|['夜市小吃/市場', '糕餅', '餐飲']|南投縣|仁愛鄉|['西點麵包零售', '咖啡零售', '餐館、餐廳', '未分類其他住宿']|南投縣仁愛鄉大同村壽亭巷２０－１號|春大地民宿|['台灣 PAY']|中彰投|楊秀芳|['行動支付']
92|50039125|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['未分類其他食品、飲料及菸草製品零售', '水果零售', '餐館、餐廳', '未分類其他住宿']|南投縣仁愛鄉精英村榮華巷２５－２號|玉池實業社|['台灣 PAY']|中彰投|黃櫻娟|['行動支付']
93|50039130|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['旅館', '青草零售', '餐館、餐廳']|南投縣仁愛鄉精英村榮華巷４３附１號|正揚實業社|['台灣 PAY']|中彰投|蔡素淵|['行動支付']
94|50039142|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['麵店、小吃店', '茶葉零售']|南投縣鹿谷鄉鹿谷村中正路２段３８６號|伯利恒有機茶園|['台灣 PAY']|中彰投|林恩賜|['行動支付']
95|50041402|['夜市小吃/市場', '餐飲']|南投縣|水里鄉|['菸酒零售', '麵店、小吃店', '其他酒精飲料製造', '醃漬蔬果批發']|南投縣水里鄉上安村福田路２１號|奕青農場|['台灣 PAY']|中彰投|吳佳懋|['行動支付']
96|50041414|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他娛樂及休閒服務', '旅館', '餐館、餐廳', '遊樂園及主題樂園']|南投縣埔里鎮蜈蚣里中山路１段１７６號|台一生態休閒農場|['台灣 PAY']|中彰投|張國禎|['行動支付']
97|50041418|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['青草零售', '餐館、餐廳', '未分類其他住宿']|南投縣仁愛鄉大同村仁和路２０６號|娜嚕彎渡假景觀木屋民宿|['台灣 PAY']|中彰投|許綉蕙|['行動支付']
98|50043040|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['未分類其他食品、飲料及菸草製品零售', '民宿', '麵店、小吃店', '茶葉零售']|南投縣鹿谷鄉竹豐村光復路９１－５號|野菜園民宿|['台灣 PAY']|中彰投|劉文堂|['行動支付']
99|50043343|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['飲料零售', '未分類其他食品、飲料及菸草製品零售', '旅館', '餐館、餐廳']|南投縣魚池鄉水社村中興路３９－２號|潭暉時尚風華飯店|['台灣 PAY']|中彰投|盧春桃|['行動支付']
100|50043623|['夜市小吃/市場', '餐飲']|南投縣|仁愛鄉|['旅館', '餐館、餐廳']|南投縣仁愛鄉大同村１６鄰壽亭巷２０―２號|清境英國下午茶館|['台灣 PAY']|中彰投|羅元宏|['行動支付']
101|50043824|['夜市小吃/市場', '餐飲']|南投縣|鹿谷鄉|['旅館', '餐館、餐廳']|南投縣鹿谷鄉內湖村９鄰興產路３―２號|境廬木屋|['台灣 PAY']|中彰投|邱譓隆|['行動支付']
102|50043830|['夜市小吃/市場', '餐飲']|南投縣|埔里鎮|['未分類其他娛樂及休閒服務', '未分類其他食品、飲料及菸草製品零售', '麵店、小吃店', '未分類其他住宿']|南投縣埔里鎮枇杷里中山路一段４３３巷１００－１號|虎嘯山莊|['街口支付']|中彰投|施乃仁|['行動支付']
103|50048884|['夜市小吃/市場', '餐飲']|南投縣|魚池鄉|['未分類其他食品、飲料及菸草製品零售', '咖啡零售', '茶葉零售', '冰果店、冷（熱）飲店']|南投縣魚池鄉日月村德化街４２號|魚村農特行|['台灣 PAY']|中彰投|湯綠珠|['行動支付']
104|50048898|['夜市小吃/市場', '糕餅']|南投縣|南投市|['西點麵包零售', '飲料零售', '咖啡零售', '糖果餅乾零售']|南投縣南投市營北里中學西路４２―１號|活力飲料店|['台灣 PAY', 'LINE PAY']|中彰投|李木生|['行動支付']
